cancer,rank,canonical_drug_id,drug_name_x,canonical_smiles_x,score_clinical_trial_x,score_approved_ind_x,score_ext_response,score_disease_relevance,score_literature_moa,score_cancer_plausibility,target_moa_recovery_bonus,caveat_penalty,ev_composite_0_10_x,n_clinicaltrials_studies_total_x,chembl_molecule_chembl_id,target_recovered,moa_recovered,ev_ready,graph_luad_caveat,mandatory_caveat,rank_step5,drug_level_score,integrated_mean_of_three,G2_n_cells,G1_n_cells,flag_conflict_LN_divergent,flag_conflict_AUC_divergent,gdsc_response_score,prism_n_values,sensitivity_percentile_within_cancer_x,prism_response_evidence_score,prism_match_type,prism_manual_review_mapping_flag,ctrp_n_values,sensitivity_percentile_within_cancer_y,ctrp_response_evidence_score,ctrp_match_type,manual_review,prism_response_score,ctrp_response_score_if_available,combined_external_response_score,score_ext_response_old,ctrp_partial_evidence_flag,ctrp_partial_evidence_note,external_response_sources_available,external_response_source_count,response_conflict_caveat,ev_composite_0_10_old,ev_delta_from_multiresponse,ev_selected_rank,drug_name_y,canonical_smiles_y,ev_composite_0_10_y,score_approved_ind_y,score_clinical_trial_y,n_clinicaltrials_studies_total_y,fda_approved_cancer_based,drug_name,canonical_smiles,ev_composite_0_10,score_approved_ind,score_clinical_trial,n_clinicaltrials_studies_total,admet_status_22assay,recommendation_stage_code,recommendation_stage_label_ko,recommendation_stage_rule,protocol_stage_rank_within_top30,selected_top15,cutoff_reason
stad,9,1033,Vismodegib,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,1,0,0,0,0,0,0,0.0,1.0,3,CHEMBL6329,,,True,False,,16.0,4.986135134075577,29.73437895269416,23.0,24.0,False,False,0,48.0,22.222222222222214,0.0,broad_id_partial_recovery_manual_review,True,0.0,,0.0,unmatched,True,0,0,0,0,False,,gdsc|prism,2,False,1.0,0.0,7,Vismodegib,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,1.0,0,1,3,False,Vismodegib,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,1.0,0,1,3,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,7,True,selected_top15_by_step7_protocol_rank
stad,19,1549,Sapitinib,CNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1,1,0,0,0,0,0,0,0.0,1.0,1,CHEMBL6329,,,True,False,,,,,,,,,0,,,,,True,,,,,,0,0,0,0,False,,,0,False,1.0,0.0,8,Sapitinib,CNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1,1.0,0,1,1,False,Sapitinib,CNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1,1.0,0,1,1,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,8,True,selected_top15_by_step7_protocol_rank
stad,23,1013,Nilotinib,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,1,0,0,0,0,0,0,0.0,1.0,1,CHEMBL6329,,,True,False,,,,,,,,,0,,,,,True,,,,,,0,0,0,0,False,,,0,False,1.0,0.0,9,Nilotinib,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,1.0,0,1,1,False,Nilotinib,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,1.0,0,1,1,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,9,True,selected_top15_by_step7_protocol_rank
stad,25,1918,AZD8186,C[C@@H](Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,1,0,0,0,0,0,0,0.0,1.0,1,CHEMBL6329,,,True,False,,,,,,,,,0,,,,,True,,,,,,0,0,0,0,False,,,0,False,1.0,0.0,10,AZD8186,C[C@@H](Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,1.0,0,1,1,False,AZD8186,C[C@@H](Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,1.0,0,1,1,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,10,True,selected_top15_by_step7_protocol_rank
stad,3,1025,SB216763,Cn1cc(C2=C(c3ccc(Cl)cc3Cl)C(=O)NC2=O)c2ccccc21,0,0,0,0,0,0,0,0.0,0.0,0,,,,True,False,,8.0,5.223351596342501,16.082974955729824,24.0,21.0,False,False,0,24.0,11.111111111111112,0.0,broad_id_partial_recovery_manual_review,True,0.0,,0.0,unmatched,True,0,0,0,0,False,,gdsc|prism,2,False,0.0,0.0,11,SB216763,Cn1cc(C2=C(c3ccc(Cl)cc3Cl)C(=O)NC2=O)c2ccccc21,0.0,0,0,0,False,SB216763,Cn1cc(C2=C(c3ccc(Cl)cc3Cl)C(=O)NC2=O)c2ccccc21,0.0,0,0,0,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,11,True,selected_top15_by_step7_protocol_rank
stad,4,1852,LY2109761,C1CC2=C(C(=NN2C1)C3=CC=CC=N3)C4=C5C=CC(=CC5=NC=C4)OCCN6CCOCC6,0,0,0,0,0,0,0,0.0,0.0,0,,,,True,False,,9.0,5.179750528835374,8.587570621468927,20.0,,False,,0,0.0,,0.0,unmatched,True,0.0,,0.0,unmatched,True,0,0,0,0,False,,gdsc,1,False,0.0,0.0,12,LY2109761,C1CC2=C(C(=NN2C1)C3=CC=CC=N3)C4=C5C=CC(=CC5=NC=C4)OCCN6CCOCC6,0.0,0,0,0,False,LY2109761,C1CC2=C(C(=NN2C1)C3=CC=CC=N3)C4=C5C=CC(=CC5=NC=C4)OCCN6CCOCC6,0.0,0,0,0,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,12,True,selected_top15_by_step7_protocol_rank
stad,8,1449,AZD1208,NC1CCCN(c2c(/C=C3/SC(=O)NC3=O)cccc2-c2ccccc2)C1,0,0,0,0,0,0,0,0.0,0.0,0,,,,True,False,,14.0,5.032190646645942,14.375158107766254,19.0,23.0,False,False,0,0.0,,0.0,unmatched,True,0.0,,0.0,unmatched,True,0,0,0,0,False,,gdsc,1,False,0.0,0.0,13,AZD1208,NC1CCCN(c2c(/C=C3/SC(=O)NC3=O)cccc2-c2ccccc2)C1,0.0,0,0,0,False,AZD1208,NC1CCCN(c2c(/C=C3/SC(=O)NC3=O)cccc2-c2ccccc2)C1,0.0,0,0,0,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,13,True,selected_top15_by_step7_protocol_rank
stad,10,1580,GSK2801,CCCOC1=CC2=C(C=C(N2C=C1)C(=O)C)C3=CC=CC=C3S(=O)(=O)C,0,0,0,0,0,0,0,0.0,0.0,0,CHEMBL6329,,,True,False,,18.0,4.943369499543638,27.45762711864407,18.0,,False,,0,0.0,,0.0,unmatched,True,0.0,,0.0,unmatched,True,0,0,0,0,False,,gdsc,1,False,0.0,0.0,14,GSK2801,CCCOC1=CC2=C(C=C(N2C=C1)C(=O)C)C3=CC=CC=C3S(=O)(=O)C,0.0,0,0,0,False,GSK2801,CCCOC1=CC2=C(C=C(N2C=C1)C(=O)C)C3=CC=CC=C3S(=O)(=O)C,0.0,0,0,0,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,14,True,selected_top15_by_step7_protocol_rank
stad,12,1854,MN-64,CC(C)C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,0,0,0,0,0,0,0,0.0,0.0,0,CHEMBL6329,,,True,False,,24.0,4.727536598214694,7.909604519774011,20.0,,False,,0,0.0,,0.0,unmatched,True,0.0,,0.0,unmatched,True,0,0,0,0,False,,gdsc,1,False,0.0,0.0,15,MN-64,CC(C)C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,0.0,0,0,0,False,MN-64,CC(C)C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,0.0,0,0,0,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,15,True,selected_top15_by_step7_protocol_rank
stad,13,1913,AGI-5198,CC1=CC=CC=C1C(C(=O)NC2CCCCC2)N(C3=CC(=CC=C3)F)C(=O)CN4C=CN=C4C,0,0,0,0,0,0,0,0.0,0.0,0,CHEMBL6329,,,True,False,,30.0,4.560191499218042,15.81920903954802,24.0,,False,,0,0.0,,0.0,unmatched,True,0.0,,0.0,unmatched,True,0,0,0,0,False,,gdsc,1,False,0.0,0.0,16,AGI-5198,CC1=CC=CC=C1C(C(=O)NC2CCCCC2)N(C3=CC(=CC=C3)F)C(=O)CN4C=CN=C4C,0.0,0,0,0,False,AGI-5198,CC1=CC=CC=C1C(C(=O)NC2CCCCC2)N(C3=CC(=CC=C3)F)C(=O)CN4C=CN=C4C,0.0,0,0,0,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,16,False,not_selected_stage3_warning_priority
stad,14,1069,EHT-1864,C1COCCN1CC2=CC(=O)C(=CO2)OCCCCCSC3=C4C=CC(=CC4=NC=C3)C(F)(F)F.Cl.Cl,0,0,0,0,0,0,0,0.0,0.0,0,CHEMBL6329,,,True,False,,,,,,,,,0,,,,,True,,,,,,0,0,0,0,False,,,0,False,0.0,0.0,17,EHT-1864,C1COCCN1CC2=CC(=O)C(=CO2)OCCCCCSC3=C4C=CC(=CC4=NC=C3)C(F)(F)F.Cl.Cl,0.0,0,0,0,False,EHT-1864,C1COCCN1CC2=CC(=O)C(=CO2)OCCCCCSC3=C4C=CC(=CC4=NC=C3)C(F)(F)F.Cl.Cl,0.0,0,0,0,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,17,False,not_selected_stage3_warning_priority
stad,15,1718,JAK1_8709,UNK,0,0,0,0,0,0,0,0.0,0.0,0,CHEMBL6329,,,True,False,,,,,,,,,0,,,,,True,,,,,,0,0,0,0,False,,,0,False,0.0,0.0,18,JAK1_8709,UNK,0.0,0,0,0,False,JAK1_8709,UNK,0.0,0,0,0,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,18,False,not_selected_stage3_warning_priority
stad,16,1997,WEHI-539,C1CC2=C(C=C(C=C2)C3=NC(=C(S3)CCCOC4=CC=C(C=C4)CN)C(=O)O)C(=NNC5=NC6=CC=CC=C6S5)C1,0,0,0,0,0,0,0,0.0,0.0,0,CHEMBL6329,,,True,False,,,,,,,,,0,,,,,True,,,,,,0,0,0,0,False,,,0,False,0.0,0.0,19,WEHI-539,C1CC2=C(C=C(C=C2)C3=NC(=C(S3)CCCOC4=CC=C(C=C4)CN)C(=O)O)C(=NNC5=NC6=CC=CC=C6S5)C1,0.0,0,0,0,False,WEHI-539,C1CC2=C(C=C(C=C2)C3=NC(=C(S3)CCCOC4=CC=C(C=C4)CN)C(=O)O)C(=NNC5=NC6=CC=CC=C6S5)C1,0.0,0,0,0,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,19,False,not_selected_stage3_warning_priority
stad,17,1463,AZD1332,CC(C)OC1=NNC(=C1)NC2=NC(=NC=C2Cl)NC(C)C3=NC=C(C=C3)F,0,0,0,0,0,0,0,0.0,0.0,0,CHEMBL6329,,,True,False,,,,,,,,,0,,,,,True,,,,,,0,0,0,0,False,,,0,False,0.0,0.0,20,AZD1332,CC(C)OC1=NNC(=C1)NC2=NC(=NC=C2Cl)NC(C)C3=NC=C(C=C3)F,0.0,0,0,0,False,AZD1332,CC(C)OC1=NNC(=C1)NC2=NC(=NC=C2Cl)NC(C)C3=NC=C(C=C3)F,0.0,0,0,0,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,20,False,not_selected_stage3_warning_priority
stad,18,1783,LMB_AB1,UNK,0,0,0,0,0,0,0,0.0,0.0,0,CHEMBL6329,,,True,False,,,,,,,,,0,,,,,True,,,,,,0,0,0,0,False,,,0,False,0.0,0.0,21,LMB_AB1,UNK,0.0,0,0,0,False,LMB_AB1,UNK,0.0,0,0,0,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,21,False,not_selected_stage3_warning_priority
stad,20,1249,BMS-345541,Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1,0,0,0,0,0,0,0,0.0,0.0,0,CHEMBL6329,,,True,False,,,,,,,,,0,,,,,True,,,,,,0,0,0,0,False,,,0,False,0.0,0.0,22,BMS-345541,Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1,0.0,0,0,0,False,BMS-345541,Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1,0.0,0,0,0,PASS,stage2_evidence_review,2단계 약물,ADMET_PASS_and_not_stage1,22,False,not_selected_rank_outside_top15_after_stage_order
stad,21,1855,KRAS (G12C) Inhibitor-12,UNK,0,0,0,0,0,0,0,0.0,0.0,0,CHEMBL6329,,,True,False,,,,,,,,,0,,,,,True,,,,,,0,0,0,0,False,,,0,False,0.0,0.0,23,KRAS (G12C) Inhibitor-12,UNK,0.0,0,0,0,False,KRAS (G12C) Inhibitor-12,UNK,0.0,0,0,0,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,23,False,not_selected_stage3_warning_priority
stad,22,2112,VTP-A,UNK,0,0,0,0,0,0,0,0.0,0.0,0,CHEMBL6329,,,True,False,,,,,,,,,0,,,,,True,,,,,,0,0,0,0,False,,,0,False,0.0,0.0,24,VTP-A,UNK,0.0,0,0,0,False,VTP-A,UNK,0.0,0,0,0,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,24,False,not_selected_stage3_warning_priority
stad,24,1833,741909,UNK,0,0,0,0,0,0,0,0.0,0.0,0,CHEMBL6329,,,True,False,,,,,,,,,0,,,,,True,,,,,,0,0,0,0,False,,,0,False,0.0,0.0,25,741909,UNK,0.0,0,0,0,False,741909,UNK,0.0,0,0,0,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,25,False,not_selected_stage3_warning_priority
stad,26,1779,GSK626616AC,UNK,0,0,0,0,0,0,0,0.0,0.0,0,CHEMBL6329,,,True,False,,,,,,,,,0,,,,,True,,,,,,0,0,0,0,False,,,0,False,0.0,0.0,26,GSK626616AC,UNK,0.0,0,0,0,False,GSK626616AC,UNK,0.0,0,0,0,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,26,False,not_selected_stage3_warning_priority
stad,27,1038,NU7441,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC5=C4SC6=CC=CC=C56,0,0,0,0,0,0,0,0.0,0.0,0,CHEMBL6329,,,True,False,,,,,,,,,0,,,,,True,,,,,,0,0,0,0,False,,,0,False,0.0,0.0,27,NU7441,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC5=C4SC6=CC=CC=C56,0.0,0,0,0,False,NU7441,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC5=C4SC6=CC=CC=C56,0.0,0,0,0,PASS,stage2_evidence_review,2단계 약물,ADMET_PASS_and_not_stage1,27,False,not_selected_rank_outside_top15_after_stage_order
stad,28,1782,GSK2830371A,UNK,0,0,0,0,0,0,0,0.0,0.0,0,CHEMBL6329,,,True,False,,,,,,,,,0,,,,,True,,,,,,0,0,0,0,False,,,0,False,0.0,0.0,28,GSK2830371A,UNK,0.0,0,0,0,False,GSK2830371A,UNK,0.0,0,0,0,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,28,False,not_selected_stage3_warning_priority
stad,29,1824,123138,UNK,0,0,0,0,0,0,0,0.0,0.0,0,CHEMBL6329,,,True,False,,,,,,,,,0,,,,,True,,,,,,0,0,0,0,False,,,0,False,0.0,0.0,29,123138,UNK,0.0,0,0,0,False,123138,UNK,0.0,0,0,0,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,29,False,not_selected_stage3_warning_priority
stad,30,1776,GSK2256098C,UNK,0,0,0,0,0,0,0,0.0,0.0,0,CHEMBL6329,,,True,False,,,,,,,,,0,,,,,True,,,,,,0,0,0,0,False,,,0,False,0.0,0.0,30,GSK2256098C,UNK,0.0,0,0,0,False,GSK2256098C,UNK,0.0,0,0,0,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,30,False,not_selected_stage3_warning_priority
